policy,network,seed,window_start,n_steps,rmse_mean,loss_mean,missed_violation_pct,false_alarm_pct,avg_aoi,max_aoi,choice_fairness,packet_success_pct,runtime_us_mean,final_dual_f,final_dual_s,mean_pbad,final_q_s,final_q_e,mean_q_f
b2croi_h,burst,2034,18144,2015,0.8880884110450636,0.05974720843672456,0.7113316790736146,0.3143093465674111,2.0646815550041357,22.0,0.999990641000349,82.92803970223325,229.53000975768117,0.05,0.07670000000000264,0.1725716842526974,3.267333333333301,12.814208333333031,4.666666666666639
h_no_mode,burst,2034,18144,2015,0.8919884587379959,0.05957919768403639,0.7113316790736146,0.2977667493796526,17.244830438378827,179.0,0.6454794223501875,82.92803970223325,389.1621017828584,1.2,0.07670000000000264,0.1725716842526974,3.267333333333301,12.975666666666367,233.9999999999975
h_no_constraint_bonus,burst,2034,18144,2015,0.8919884587379959,0.05957919768403639,0.7113316790736146,0.2977667493796526,17.244830438378827,179.0,0.6454794223501875,82.92803970223325,384.508990237799,1.2,0.07670000000000264,0.1725716842526974,3.267333333333301,12.975666666666367,233.9999999999975
h_no_rmse_cost,burst,2034,18144,2015,0.8892161803589912,0.059532671629445824,0.7113316790736146,0.2977667493796526,2.063358147229115,22.0,0.9999817747412197,82.92803970223325,224.2297348658792,0.05,0.07670000000000264,0.1725716842526974,3.267333333333301,12.881916666666365,4.666666666666639
h_no_reliability,burst,2034,18144,2015,0.8885270967579387,0.05951199338296113,0.7113316790736146,0.2977667493796526,2.066666666666667,22.0,0.999990641000349,82.92803970223325,224.4819638552722,0.05,0.07670000000000264,0.1725716842526974,3.267333333333301,12.840249999999699,4.666666666666639
oracle,burst,2034,18144,2015,0.8876328518487466,0.05948873035566584,0.7113316790736146,0.2977667493796526,17.228618693134823,178.0,0.6292940935962645,82.92803970223325,50.865437589336196,1.2,0.07670000000000264,0.1725716842526974,3.267333333333301,12.7933749999997,241.77777777777473
error_trigger,burst,2035,20160,2015,0.7069433231534222,0.05949389991728701,0.6947890818858561,0.6617038875103392,14.532340777502068,176.0,0.6328558030674348,84.71464019851118,3.4489151536401534,1.2,0.15050000000001024,0.14726598185569137,3.1713333333334766,7.013208333333246,241.111111111108
generic_voi,burst,2035,20160,2015,0.7140776113303485,0.06729476840363938,0.7940446650124069,0.7775020678246485,14.222828784119107,179.0,0.6551665491143559,84.71464019851118,6.996038157224803,1.2,0.2255000000000063,0.14726598185569137,5.151333333333531,7.138208333333259,230.99999999999724
cvoi_sf,burst,2035,20160,2015,0.7265525514506234,0.05840570719602978,0.6617038875103392,0.6947890818858561,1.6301075268817204,14.0,0.9986167710606075,84.71464019851118,20.166507242686546,0.05,0.1355000000000087,0.14726598185569137,1.8826666666667058,7.612166666666575,15.777777777777402
b2croi_h,burst,2035,20160,2015,0.7230223950326744,0.03201509511993383,0.3143093465674111,0.3308519437551696,1.833912324234905,23.0,0.9999995074167035,84.71464019851118,227.6350213122316,0.05,0.05,0.14726598185569137,0.0013333333333321474,7.466333333333256,6.444444444444368
